TIMESTAMP,ContextTokens,GeneratedTokens
2024-01-01 00:31:14.437683,6979,47
2024-01-01 00:31:14.448353,5447,681
2024-01-01 00:31:14.553134,8002,569
2024-01-01 00:31:14.679871,6873,44
2024-01-01 00:31:14.759150,10308,565
2024-01-01 00:31:14.854653,3143,22
2024-01-01 00:31:14.948821,13728,310
2024-01-01 00:31:14.955278,7048,26
2024-01-01 00:31:15.571458,7601,26
2024-01-01 00:31:16.046503,54594,410
2024-01-01 00:31:16.176154,6165,25
2024-01-01 00:31:16.787698,6583,645
2024-01-01 00:31:17.096133,10794,13
2024-01-01 00:31:17.148460,3135,20
2024-01-01 00:31:17.195999,7217,41
2024-01-01 00:31:17.224359,3127,19
2024-01-01 00:31:17.243747,7089,35
2024-01-01 00:31:17.254146,4156,227
2024-01-01 00:31:17.365346,2993,27
2024-01-01 00:31:17.499932,3176,26
2024-01-01 00:31:18.419845,3143,22
2024-01-01 00:31:18.426159,12536,422
2024-01-01 00:31:18.554917,6545,3
2024-01-01 00:31:18.719601,1125,362
2024-01-01 00:31:18.737744,7704,3
2024-01-01 00:31:19.077607,7265,3
2024-01-01 00:31:19.294159,971,291
2024-01-01 00:31:19.364915,894,264
2024-01-01 00:31:19.570000,6809,3
2024-01-01 00:31:19.619876,1924,87
2024-01-01 00:31:19.894451,1011,287
2024-01-01 00:31:19.906366,6746,3
2024-01-01 00:31:19.929523,6508,24
2024-01-01 00:31:20.169869,6191,24
2024-01-01 00:31:20.661178,6169,32
2024-01-01 00:31:20.686879,6167,3
2024-01-01 00:31:20.997159,6166,3
2024-01-01 00:31:21.248496,6987,35
2024-01-01 00:31:21.384572,906,108
2024-01-01 00:31:22.314703,7045,47
2024-01-01 00:31:22.329508,66240,373
2024-01-01 00:31:22.980130,1335,41
2024-01-01 00:31:23.268971,6928,3
2024-01-01 00:31:23.297744,11771,319
2024-01-01 00:31:23.534951,16010,183
2024-01-01 00:31:23.564789,3110,16
2024-01-01 00:31:23.976599,5566,457
2024-01-01 00:31:24.221823,20563,561
2024-01-01 00:31:24.311555,1489,357
2024-01-01 00:31:24.327667,10108,285
2024-01-01 00:31:24.533948,1217,458
2024-01-01 00:31:24.623247,7414,3
2024-01-01 00:31:24.679451,46036,512
2024-01-01 00:31:24.720916,3864,443
2024-01-01 00:31:24.737802,34237,364
2024-01-01 00:31:24.759625,7269,3
2024-01-01 00:31:24.887534,6166,3
2024-01-01 00:31:24.964020,6510,29
2024-01-01 00:31:24.996731,1039,452
2024-01-01 00:31:25.466928,6007,267
2024-01-01 00:31:25.554840,6140,292
2024-01-01 00:31:26.161819,904,128
2024-01-01 00:31:26.261355,19832,462
2024-01-01 00:31:26.324104,6166,24
2024-01-01 00:31:26.822504,2068,850
2024-01-01 00:31:27.324904,20551,501
2024-01-01 00:31:27.536188,6491,27
2024-01-01 00:31:27.565943,7053,24
2024-01-01 00:31:27.587983,895,116
2024-01-01 00:31:27.700105,3130,22
2024-01-01 00:31:27.750754,4182,326
2024-01-01 00:31:27.770541,896,291
2024-01-01 00:31:27.901969,10206,568
2024-01-01 00:31:28.353811,6516,500
2024-01-01 00:31:28.406216,7478,434
2024-01-01 00:31:28.551386,7068,3
2024-01-01 00:31:29.000408,6173,3
2024-01-01 00:31:29.658138,14787,366
2024-01-01 00:31:29.763308,4149,19
2024-01-01 00:31:29.814141,1784,466
2024-01-01 00:31:30.178891,1780,514
2024-01-01 00:31:30.225092,894,299
2024-01-01 00:31:30.432441,10094,349
2024-01-01 00:31:31.060548,7031,39
2024-01-01 00:31:31.086456,6311,3
2024-01-01 00:31:31.214154,8539,503
2024-01-01 00:31:31.553679,3043,23
2024-01-01 00:31:31.850938,6974,100
2024-01-01 00:31:32.413317,7376,43
2024-01-01 00:31:32.457125,7200,45
2024-01-01 00:31:32.570183,3786,350
2024-01-01 00:31:33.062942,3040,15
2024-01-01 00:31:33.157350,1229,230
2024-01-01 00:31:33.161015,11054,554
2024-01-01 00:31:33.180282,3060,17
2024-01-01 00:31:33.523321,2701,297
2024-01-01 00:31:33.583085,3139,19
2024-01-01 00:31:33.652534,6748,3
2024-01-01 00:31:33.706747,7557,352
2024-01-01 00:31:33.764925,7307,3
2024-01-01 00:31:33.829333,3209,21
2024-01-01 00:31:33.967341,1492,539
2024-01-01 00:31:34.033127,5961,447
2024-01-01 00:31:34.172392,3306,20
2024-01-01 00:31:34.347630,7115,3
2024-01-01 00:31:34.370989,901,381
2024-01-01 00:31:34.429562,901,247
2024-01-01 00:31:34.533552,916,426
2024-01-01 00:31:34.753397,1020,495
2024-01-01 00:31:34.839284,3169,19
2024-01-01 00:31:34.967768,6159,267
2024-01-01 00:31:35.290065,4305,19
2024-01-01 00:31:35.680011,6803,3
2024-01-01 00:31:35.711932,6583,3
2024-01-01 00:31:35.722824,15190,365
2024-01-01 00:31:35.742169,898,411
2024-01-01 00:31:35.865269,4301,288
2024-01-01 00:31:35.971916,1162,259
2024-01-01 00:31:35.995907,6874,42
2024-01-01 00:31:36.158885,18274,399
2024-01-01 00:31:36.207809,6212,3
2024-01-01 00:31:36.362871,85870,522
2024-01-01 00:31:36.459539,12318,36
2024-01-01 00:31:36.954468,6902,24
2024-01-01 00:31:37.146934,6772,3
2024-01-01 00:31:37.516101,6930,3
2024-01-01 00:31:37.595042,6166,3
2024-01-01 00:31:37.617285,3129,17
2024-01-01 00:31:37.733256,6173,3
2024-01-01 00:31:37.813026,3140,18
2024-01-01 00:31:37.876247,3418,25
2024-01-01 00:31:38.105628,6383,31
2024-01-01 00:31:38.109719,1069,47
2024-01-01 00:31:38.166947,6454,3
2024-01-01 00:31:38.309869,6175,26
2024-01-01 00:31:38.411689,6175,32
2024-01-01 00:31:38.603271,3119,21
2024-01-01 00:31:38.768431,6758,26
2024-01-01 00:31:39.258232,6205,3
2024-01-01 00:31:39.268308,3448,620
2024-01-01 00:31:39.349498,2426,86
2024-01-01 00:31:39.420565,7552,579
2024-01-01 00:31:39.505025,11574,424
2024-01-01 00:31:39.975574,1378,499
2024-01-01 00:31:40.074660,4270,293
2024-01-01 00:31:40.165896,6435,31
2024-01-01 00:31:40.308160,896,373
2024-01-01 00:31:40.316576,11880,419
2024-01-01 00:31:40.513429,10027,595
2024-01-01 00:31:40.527439,7422,3
2024-01-01 00:31:40.673338,1133,517
2024-01-01 00:31:40.947040,8720,58
2024-01-01 00:31:41.100909,7096,3
2024-01-01 00:31:41.115772,2644,412
2024-01-01 00:31:41.212203,7557,3
2024-01-01 00:31:41.382732,6880,3
2024-01-01 00:31:41.726119,15818,357
2024-01-01 00:31:41.768654,7797,549
2024-01-01 00:31:41.893515,895,218
2024-01-01 00:31:42.129380,18363,410
2024-01-01 00:31:42.219008,3314,32
2024-01-01 00:31:42.378676,6182,3
2024-01-01 00:31:42.457727,3151,25
2024-01-01 00:31:42.473209,4354,535
2024-01-01 00:31:42.714110,5782,413
2024-01-01 00:31:42.878309,3158,18
2024-01-01 00:31:42.970775,16228,540
2024-01-01 00:31:43.095970,6311,52
2024-01-01 00:31:43.177363,3143,21
2024-01-01 00:31:43.289655,1491,6
2024-01-01 00:31:43.500827,6710,3
2024-01-01 00:31:43.669825,14157,203
2024-01-01 00:31:43.843867,18695,159
2024-01-01 00:31:43.885429,7213,26
2024-01-01 00:31:44.035832,9500,428
2024-01-01 00:31:44.300632,3168,17
2024-01-01 00:31:44.630086,1065,500
2024-01-01 00:31:44.658481,111800,305
2024-01-01 00:31:44.705895,8558,398
2024-01-01 00:31:44.970025,1094,492
2024-01-01 00:31:44.984814,3126,19
2024-01-01 00:31:45.347198,945,348
2024-01-01 00:31:45.438307,3118,18
2024-01-01 00:31:46.161875,6476,44
2024-01-01 00:31:46.170777,13242,482
2024-01-01 00:31:46.176262,3364,413
2024-01-01 00:31:46.250148,6082,330
2024-01-01 00:31:46.271623,15629,327
2024-01-01 00:31:46.486563,894,200
2024-01-01 00:31:46.801863,4938,384
2024-01-01 00:31:46.827462,7216,3
2024-01-01 00:31:47.596771,7320,3
2024-01-01 00:31:48.052043,7181,3
2024-01-01 00:31:48.214644,913,406
2024-01-01 00:31:48.310062,6169,3
2024-01-01 00:31:48.501351,6306,3
2024-01-01 00:31:48.914767,6811,3
2024-01-01 00:31:48.920083,6168,27
2024-01-01 00:31:49.028349,7998,3
2024-01-01 00:31:49.145749,6464,29
2024-01-01 00:31:49.288290,6413,3
2024-01-01 00:31:49.363925,3188,17
2024-01-01 00:31:49.826609,6595,3
2024-01-01 00:31:49.894483,6236,1
2024-01-01 00:31:49.935666,40171,1960
2024-01-01 00:31:50.093709,3190,25
2024-01-01 00:31:50.157861,6233,3
2024-01-01 00:31:50.202981,1014,447
2024-01-01 00:31:51.249361,48519,361
2024-01-01 00:31:51.529141,3141,24
2024-01-01 00:31:51.597474,6193,3
2024-01-01 00:31:51.898838,60336,414
2024-01-01 00:31:51.981922,6171,3
2024-01-01 00:31:52.173578,6982,3
2024-01-01 00:31:52.440454,12600,442
2024-01-01 00:31:52.547463,901,399
2024-01-01 00:31:52.558620,40120,44
2024-01-01 00:31:52.990936,901,562
2024-01-01 00:31:53.146532,8144,40
2024-01-01 00:31:53.251454,4706,206
2024-01-01 00:31:53.401427,38459,35
2024-01-01 00:31:53.455912,3355,17
2024-01-01 00:31:53.477743,116212,33
2024-01-01 00:31:53.609810,10493,356
2024-01-01 00:31:53.612967,14291,411
2024-01-01 00:31:53.841292,16360,342
2024-01-01 00:31:53.992288,7155,43
2024-01-01 00:31:54.066614,6237,3
2024-01-01 00:31:54.108794,6433,3
2024-01-01 00:31:54.168913,7234,32
2024-01-01 00:31:54.310852,3459,620
2024-01-01 00:31:54.359022,6172,26
2024-01-01 00:31:54.454434,10343,3
2024-01-01 00:31:54.590282,3106,19
2024-01-01 00:31:55.152669,6749,36
2024-01-01 00:31:55.163798,5550,263
2024-01-01 00:31:55.226041,1302,174
2024-01-01 00:31:55.572752,3139,18
2024-01-01 00:31:55.625203,5738,446
2024-01-01 00:31:55.925419,6702,3
2024-01-01 00:31:56.117067,7031,23
2024-01-01 00:31:56.145500,2314,885
2024-01-01 00:31:56.294305,7016,481
2024-01-01 00:31:56.316619,3162,20
2024-01-01 00:31:56.459834,6648,1
2024-01-01 00:31:56.535474,3143,20
2024-01-01 00:31:56.571937,6184,3
2024-01-01 00:31:56.692848,901,224
2024-01-01 00:31:56.942049,7149,3
2024-01-01 00:31:57.037439,6172,3
2024-01-01 00:31:57.211148,11282,522
2024-01-01 00:31:57.243222,7149,3
2024-01-01 00:31:57.515093,9447,115
2024-01-01 00:31:57.521639,3161,16
2024-01-01 00:31:57.829272,6881,29
2024-01-01 00:31:57.865480,124847,206
2024-01-01 00:31:57.912052,6168,25
2024-01-01 00:31:57.997164,6169,3
2024-01-01 00:31:57.997425,6442,3
2024-01-01 00:31:58.141641,1495,154
2024-01-01 00:31:58.169621,8279,357
2024-01-01 00:31:58.317777,6166,3
2024-01-01 00:31:58.398409,6400,31
2024-01-01 00:31:58.555279,910,98
2024-01-01 00:31:58.664278,6167,3
2024-01-01 00:31:58.836972,7515,3
2024-01-01 00:31:58.870267,10975,530
2024-01-01 00:31:58.884904,3157,18
2024-01-01 00:31:58.892666,6189,3
2024-01-01 00:31:59.157054,6733,3
2024-01-01 00:31:59.427785,6980,37
2024-01-01 00:31:59.525517,6168,24
2024-01-01 00:31:59.665551,7197,3
2024-01-01 00:31:59.790231,6168,3
2024-01-01 00:31:59.850920,54633,652
2024-01-01 00:31:59.981034,11760,526
2024-01-01 00:32:00.255987,3140,23
2024-01-01 00:32:00.346762,27765,142
2024-01-01 00:32:00.408183,16642,1
2024-01-01 00:32:00.436727,1034,319
2024-01-01 00:32:00.437530,2398,476
2024-01-01 00:32:00.441463,3174,18
2024-01-01 00:32:00.746317,6883,44
2024-01-01 00:32:00.767873,6459,592
2024-01-01 00:32:00.981480,11494,479
2024-01-01 00:32:00.994467,928,170
2024-01-01 00:32:01.147127,4097,20
2024-01-01 00:32:01.234273,23862,471
2024-01-01 00:32:01.558730,3153,20
2024-01-01 00:32:01.610086,6169,24
2024-01-01 00:32:01.884268,6176,31
2024-01-01 00:32:01.899704,68844,345
2024-01-01 00:32:01.961796,6375,308
2024-01-01 00:32:02.254005,6167,3
2024-01-01 00:32:02.274045,3172,19
2024-01-01 00:32:02.558183,3341,18
2024-01-01 00:32:02.722781,16280,61
2024-01-01 00:32:03.038903,6991,14
2024-01-01 00:32:03.166104,6434,3
2024-01-01 00:32:03.199077,6601,3
2024-01-01 00:32:03.210602,3201,22
2024-01-01 00:32:03.444952,6169,25
2024-01-01 00:32:03.667820,6697,36
2024-01-01 00:32:04.029680,6168,25
2024-01-01 00:32:04.285252,6172,28
2024-01-01 00:32:04.492285,6561,28
2024-01-01 00:32:04.500623,3035,20
2024-01-01 00:32:04.529422,7811,3
2024-01-01 00:32:04.547481,1214,599
2024-01-01 00:32:04.828664,7059,3
2024-01-01 00:32:05.024056,8365,329
2024-01-01 00:32:05.073796,6285,25
2024-01-01 00:32:05.128243,6181,37
2024-01-01 00:32:05.164079,7312,353
2024-01-01 00:32:05.167713,24937,144
2024-01-01 00:32:05.389793,6496,37
2024-01-01 00:32:05.593381,6170,29
2024-01-01 00:32:05.627400,6246,3
2024-01-01 00:32:05.956618,6414,3
2024-01-01 00:32:06.223813,18108,342
2024-01-01 00:32:06.516656,6169,27
2024-01-01 00:32:06.668734,6178,3
2024-01-01 00:32:06.737937,7984,417
2024-01-01 00:32:07.539268,6572,3
2024-01-01 00:32:08.021684,7129,3
2024-01-01 00:32:08.048917,12331,434
2024-01-01 00:32:08.296039,6173,37
2024-01-01 00:32:08.467729,3761,659
2024-01-01 00:32:08.580781,2719,134
2024-01-01 00:32:08.708345,14569,307
2024-01-01 00:32:08.751917,2397,603
2024-01-01 00:32:08.777898,10551,432
2024-01-01 00:32:08.909292,6941,3
2024-01-01 00:32:09.012638,1472,432
2024-01-01 00:32:09.073992,12405,176
2024-01-01 00:32:09.156915,3115,19
2024-01-01 00:32:09.256257,6738,3
2024-01-01 00:32:09.378149,1228,424
2024-01-01 00:32:09.936130,4355,399
2024-01-01 00:32:10.253043,4037,22
2024-01-01 00:32:10.568382,6186,33
2024-01-01 00:32:10.584747,6217,3
2024-01-01 00:32:10.684290,1818,302
2024-01-01 00:32:11.093051,7245,3
2024-01-01 00:32:11.111991,1029,123
2024-01-01 00:32:11.280826,6172,29
2024-01-01 00:32:11.289955,1165,97
2024-01-01 00:32:11.713931,6169,25
2024-01-01 00:32:12.121236,6383,3
2024-01-01 00:32:12.139552,12273,301
2024-01-01 00:32:12.308916,6170,26
2024-01-01 00:32:12.414146,903,449
2024-01-01 00:32:12.429588,6166,22
2024-01-01 00:32:12.509698,10426,11
2024-01-01 00:32:12.528267,2946,19
2024-01-01 00:32:12.606201,6192,3
2024-01-01 00:32:12.834829,27991,312
2024-01-01 00:32:13.252385,6987,42
2024-01-01 00:32:13.335902,7098,3
2024-01-01 00:32:13.375938,3202,15
2024-01-01 00:32:13.405925,6174,27
2024-01-01 00:32:13.521246,6583,3
2024-01-01 00:32:13.593636,6990,3
2024-01-01 00:32:13.969236,6999,394
2024-01-01 00:32:13.992309,4276,530
2024-01-01 00:32:14.163453,7205,3
2024-01-01 00:32:14.205900,6874,37
2024-01-01 00:32:14.607135,7295,34
2024-01-01 00:32:14.829961,6969,3
2024-01-01 00:32:14.851030,27597,448
2024-01-01 00:32:14.868332,6175,30
2024-01-01 00:32:15.604948,4697,60
2024-01-01 00:32:15.662668,6167,3
2024-01-01 00:32:15.827696,18484,127
2024-01-01 00:32:16.016990,7217,3
2024-01-01 00:32:16.641963,1319,269
2024-01-01 00:32:16.884515,900,127
2024-01-01 00:32:16.886725,6710,25
2024-01-01 00:32:16.965919,7150,37
2024-01-01 00:32:17.080209,7231,3
2024-01-01 00:32:17.148998,7915,3
2024-01-01 00:32:17.291992,6521,3
2024-01-01 00:32:17.312139,1345,368
2024-01-01 00:32:17.819405,6442,1
2024-01-01 00:32:17.999842,16225,501
2024-01-01 00:32:18.120697,6316,3
2024-01-01 00:32:18.435235,6759,3
2024-01-01 00:32:18.463302,3178,24
2024-01-01 00:32:18.564824,6523,3
2024-01-01 00:32:18.606915,6222,3
2024-01-01 00:32:18.958990,3148,21
2024-01-01 00:32:19.052686,5258,275
2024-01-01 00:32:19.101338,9922,565
2024-01-01 00:32:19.129497,8824,3
2024-01-01 00:32:19.346170,6192,3
2024-01-01 00:32:19.362746,1300,22
2024-01-01 00:32:19.449666,6975,3
2024-01-01 00:32:19.495535,9676,323
2024-01-01 00:32:19.599432,6921,3
2024-01-01 00:32:19.966643,8632,273
2024-01-01 00:32:20.005441,3153,19
2024-01-01 00:32:20.024098,3182,22
2024-01-01 00:32:20.502706,12212,265
2024-01-01 00:32:20.531354,3156,24
2024-01-01 00:32:20.635610,9693,516
2024-01-01 00:32:20.742481,10347,622
2024-01-01 00:32:21.262076,6436,3
2024-01-01 00:32:21.311045,6001,375
2024-01-01 00:32:21.431382,7226,3
2024-01-01 00:32:21.541686,15046,562
2024-01-01 00:32:21.670846,894,208
2024-01-01 00:32:21.806682,6773,3
2024-01-01 00:32:21.903570,6173,30
2024-01-01 00:32:22.087113,31977,144
2024-01-01 00:32:22.190748,6175,51
2024-01-01 00:32:22.242816,7047,36
2024-01-01 00:32:22.388291,3038,18
2024-01-01 00:32:22.402827,6764,29
2024-01-01 00:32:22.467866,2232,209
2024-01-01 00:32:22.682715,4564,385
2024-01-01 00:32:22.762882,6170,35
2024-01-01 00:32:22.918365,895,214
2024-01-01 00:32:23.070849,16115,168
2024-01-01 00:32:23.575276,5008,367
2024-01-01 00:32:24.277788,1300,294
2024-01-01 00:32:24.304343,6418,3
2024-01-01 00:32:24.457754,4848,17
2024-01-01 00:32:24.466756,3144,19
2024-01-01 00:32:24.700348,4221,21
2024-01-01 00:32:25.258635,6170,26
2024-01-01 00:32:25.344251,6202,3
2024-01-01 00:32:25.509389,13030,340
2024-01-01 00:32:25.545222,6941,3
2024-01-01 00:32:25.860610,7827,3
2024-01-01 00:32:26.178380,3164,18
2024-01-01 00:32:26.400187,6171,3
2024-01-01 00:32:26.622221,4554,802
2024-01-01 00:32:26.639885,6712,3
2024-01-01 00:32:26.765339,4135,19
2024-01-01 00:32:26.837522,7748,3
2024-01-01 00:32:27.036476,6450,32
2024-01-01 00:32:27.155670,6168,26
2024-01-01 00:32:27.461723,3158,15
2024-01-01 00:32:27.515286,6603,3
2024-01-01 00:32:27.573271,12994,209
2024-01-01 00:32:27.639836,36903,966
2024-01-01 00:32:27.644902,3107,17
2024-01-01 00:32:27.704258,897,233
2024-01-01 00:32:27.714533,7846,3
2024-01-01 00:32:28.284684,6853,40
2024-01-01 00:32:28.384742,6522,3
2024-01-01 00:32:28.593606,3395,19
2024-01-01 00:32:28.626416,2235,335
2024-01-01 00:32:28.857914,3118,22
2024-01-01 00:32:28.864521,6853,25
2024-01-01 00:32:29.689746,6943,28
2024-01-01 00:32:29.697375,6297,34
2024-01-01 00:32:29.763829,2112,445
2024-01-01 00:32:29.773621,6612,546
2024-01-01 00:32:29.814515,6173,30
2024-01-01 00:32:29.967638,5084,129
2024-01-01 00:32:29.981635,6974,3
2024-01-01 00:32:30.231548,34419,134
2024-01-01 00:32:30.545026,901,93
2024-01-01 00:32:30.562215,8105,3
2024-01-01 00:32:30.568478,6181,3
2024-01-01 00:32:30.762699,2711,133
2024-01-01 00:32:30.968346,22158,212
2024-01-01 00:32:31.144213,3121,16
2024-01-01 00:32:31.265916,1280,446
2024-01-01 00:32:31.693527,8272,467
2024-01-01 00:32:31.756484,3052,20
2024-01-01 00:32:32.326336,7262,3
2024-01-01 00:32:32.339773,909,879
2024-01-01 00:32:32.349556,26257,415
2024-01-01 00:32:32.603091,3144,18
2024-01-01 00:32:33.163493,3159,21
2024-01-01 00:32:33.215665,966,356
2024-01-01 00:32:33.281259,22086,684
2024-01-01 00:32:33.670415,902,612
2024-01-01 00:32:34.068868,7278,3
2024-01-01 00:32:34.123938,895,315
2024-01-01 00:32:34.128668,3138,22
2024-01-01 00:32:34.189144,7177,3
2024-01-01 00:32:34.556135,895,21
2024-01-01 00:32:34.776024,37606,312
2024-01-01 00:32:34.951569,6853,26
2024-01-01 00:32:35.015222,6485,3
2024-01-01 00:32:35.252492,2117,830
2024-01-01 00:32:35.259321,1917,317
2024-01-01 00:32:35.291336,6608,27
2024-01-01 00:32:35.375522,6167,25
2024-01-01 00:32:36.007843,6776,3
2024-01-01 00:32:36.032599,6574,28
2024-01-01 00:32:36.087363,39918,507
2024-01-01 00:32:36.535408,7397,3
2024-01-01 00:32:36.620551,5383,47
2024-01-01 00:32:36.707389,7585,3
2024-01-01 00:32:36.885578,3123,16
2024-01-01 00:32:36.892501,3062,692
2024-01-01 00:32:37.449389,1015,543
2024-01-01 00:32:37.583044,11260,471
2024-01-01 00:32:37.775162,1687,1194
2024-01-01 00:32:37.890557,50431,293
2024-01-01 00:32:37.912852,3121,16
2024-01-01 00:32:37.946925,3135,22
2024-01-01 00:32:37.951676,18230,485
2024-01-01 00:32:38.049990,6309,3
2024-01-01 00:32:38.178996,2942,16
2024-01-01 00:32:38.343374,2563,756
2024-01-01 00:32:38.734267,917,169
2024-01-01 00:32:38.745149,6428,3
2024-01-01 00:32:38.804785,28219,446
2024-01-01 00:32:38.847170,3282,28
2024-01-01 00:32:38.897868,1305,219
2024-01-01 00:32:39.054588,3270,18
2024-01-01 00:32:39.289952,6662,3
2024-01-01 00:32:39.339476,8197,3
2024-01-01 00:32:39.488983,945,208
2024-01-01 00:32:39.678021,25289,486
2024-01-01 00:32:39.780423,60557,547
2024-01-01 00:32:40.241552,3724,23
2024-01-01 00:32:40.295689,912,476
2024-01-01 00:32:40.345671,12528,498
2024-01-01 00:32:40.441267,6747,3
2024-01-01 00:32:40.511804,4445,442
2024-01-01 00:32:40.633597,3198,16
2024-01-01 00:32:40.926916,7143,3
2024-01-01 00:32:41.001038,6994,3
2024-01-01 00:32:41.144512,7330,3
2024-01-01 00:32:41.527993,23019,118
2024-01-01 00:32:41.559311,42614,457
2024-01-01 00:32:41.667863,7574,28
2024-01-01 00:32:41.922717,6172,30
2024-01-01 00:32:41.993366,2963,20
2024-01-01 00:32:42.237448,906,358
2024-01-01 00:32:42.349087,6177,36
2024-01-01 00:32:42.376511,6170,3
2024-01-01 00:32:42.398883,6330,213
2024-01-01 00:32:42.683351,1965,196
2024-01-01 00:32:42.741703,3183,21
2024-01-01 00:32:42.835946,6509,30
2024-01-01 00:32:42.864124,3171,18
2024-01-01 00:32:43.057786,4641,547
2024-01-01 00:32:43.205076,7129,3
2024-01-01 00:32:43.348588,9306,498
2024-01-01 00:32:43.584254,6552,275
2024-01-01 00:32:43.817187,6576,369
2024-01-01 00:32:44.072991,1698,132
2024-01-01 00:32:44.120127,6945,3
2024-01-01 00:32:44.335847,7120,309
2024-01-01 00:32:44.388698,6792,3
2024-01-01 00:32:44.424328,6222,3
2024-01-01 00:32:44.430214,3434,17
2024-01-01 00:32:44.509186,5160,184
2024-01-01 00:32:44.529086,4917,293
2024-01-01 00:32:44.627936,1039,187
2024-01-01 00:32:45.096804,9024,552
2024-01-01 00:32:45.252486,1706,631
2024-01-01 00:32:45.540682,7528,3
2024-01-01 00:32:45.638963,6167,3
2024-01-01 00:32:45.646689,6391,3
2024-01-01 00:32:45.648296,7349,3
2024-01-01 00:32:46.312470,1611,528
2024-01-01 00:32:46.418216,13845,428
2024-01-01 00:32:46.705797,4687,326
2024-01-01 00:32:46.753166,14304,258
2024-01-01 00:32:46.790579,22953,194
2024-01-01 00:32:46.938030,2916,440
2024-01-01 00:32:46.960471,13879,512
2024-01-01 00:32:46.960577,5092,326
2024-01-01 00:32:47.066939,12368,239
2024-01-01 00:32:47.199167,969,6
2024-01-01 00:32:47.430265,5542,378
2024-01-01 00:32:47.580410,6713,25
2024-01-01 00:32:47.898225,7490,32
2024-01-01 00:32:48.000375,6177,24
2024-01-01 00:32:48.013340,3116,20
2024-01-01 00:32:48.139763,10453,375
2024-01-01 00:32:48.241077,9319,727
2024-01-01 00:32:48.310982,2359,836
2024-01-01 00:32:48.607866,4750,105
2024-01-01 00:32:48.617217,3708,82
2024-01-01 00:32:48.646294,3148,22
2024-01-01 00:32:48.654187,14942,278
2024-01-01 00:32:48.694255,7099,3
2024-01-01 00:32:48.728141,3150,22
2024-01-01 00:32:48.772526,2300,867
2024-01-01 00:32:48.773891,3142,19
2024-01-01 00:32:48.982154,4158,336
2024-01-01 00:32:49.172446,1591,597
2024-01-01 00:32:49.202340,7086,3
2024-01-01 00:32:49.366693,7103,3
2024-01-01 00:32:49.462627,8736,27
2024-01-01 00:32:49.520047,2040,600
2024-01-01 00:32:49.527943,14425,405
2024-01-01 00:32:49.538602,6547,3
2024-01-01 00:32:49.654363,11128,425
2024-01-01 00:32:49.730762,6550,34
2024-01-01 00:32:49.929873,3163,27
2024-01-01 00:32:50.047302,6167,23
2024-01-01 00:32:50.106697,3388,18
2024-01-01 00:32:50.112765,6168,3
2024-01-01 00:32:50.208330,6294,3
2024-01-01 00:32:50.242342,3307,20
2024-01-01 00:32:50.463834,3128,25
2024-01-01 00:32:50.563565,3167,20
2024-01-01 00:32:50.641747,1892,141
2024-01-01 00:32:50.657686,14364,691
2024-01-01 00:32:50.757190,7215,29
2024-01-01 00:32:50.815912,3410,16
2024-01-01 00:32:51.034011,10227,3
2024-01-01 00:32:51.457485,14332,506
2024-01-01 00:32:51.489490,3236,395
2024-01-01 00:32:51.540793,6173,3
2024-01-01 00:32:51.718921,12548,118
2024-01-01 00:32:51.871678,5464,345
2024-01-01 00:32:51.926358,3138,21
2024-01-01 00:32:51.968008,7106,3
2024-01-01 00:32:52.125859,6330,3
2024-01-01 00:32:52.413444,5034,244
2024-01-01 00:32:52.625600,6699,28
2024-01-01 00:32:52.676164,6168,26
2024-01-01 00:32:52.967104,3150,24
2024-01-01 00:32:52.991878,3328,376
2024-01-01 00:32:52.997589,7221,555
2024-01-01 00:32:53.140546,18129,620
2024-01-01 00:32:53.562212,3609,331
2024-01-01 00:32:53.859448,896,40
2024-01-01 00:32:54.243689,6287,450
2024-01-01 00:32:54.246565,3340,21
2024-01-01 00:32:54.248056,1326,277
2024-01-01 00:32:54.598049,14538,262
2024-01-01 00:32:54.905107,23851,477
2024-01-01 00:32:55.129783,15191,477
2024-01-01 00:32:55.171062,6798,3
2024-01-01 00:32:55.227583,6171,27
2024-01-01 00:32:55.293599,7196,3
2024-01-01 00:32:55.516459,6750,3
2024-01-01 00:32:55.601985,1106,322
2024-01-01 00:32:55.636605,6979,35
2024-01-01 00:32:55.656862,7679,3
2024-01-01 00:32:55.885312,6585,3
2024-01-01 00:32:56.273559,6178,32
2024-01-01 00:32:56.543556,23320,508
2024-01-01 00:32:56.809815,3121,21
2024-01-01 00:32:57.586269,3181,16
2024-01-01 00:32:57.747886,7998,466
2024-01-01 00:32:57.767819,3133,16
2024-01-01 00:32:57.806696,12990,451
2024-01-01 00:32:58.018378,6660,3
2024-01-01 00:32:58.050780,14714,3
2024-01-01 00:32:58.055167,6890,3
2024-01-01 00:32:58.261490,1461,507
2024-01-01 00:32:58.391141,13835,292
2024-01-01 00:32:58.817076,1661,418
2024-01-01 00:32:58.886556,1017,114
2024-01-01 00:32:59.037171,10326,265
2024-01-01 00:32:59.237679,21114,394
2024-01-01 00:32:59.740450,25924,441
2024-01-01 00:32:59.819460,6740,3
2024-01-01 00:32:59.969085,1973,437
2024-01-01 00:33:00.177914,1700,8
2024-01-01 00:33:00.478761,2962,29
2024-01-01 00:33:00.534811,80852,431
2024-01-01 00:33:00.835052,909,374
2024-01-01 00:33:00.987181,6177,29
